OrderID,OrderDate,CustomerID,CustomerName,City,State,Country,ZipCode,TableNumber,ServerID,MenuItemID,MenuItemName,Category,SubCategory,Quantity,Sales,Discount,TotalCost,OrderStatus,PaymentStatus,DeliveryMethod,OrderPriority
O288,2024-10-04,C9594,"Kathleen Wallace",Peoria,IL,"United States",61602,20,S057,M038,Spaghetti,Italian,Pasta,5,597.90,10.98,586.92,Completed,Paid,Dine-in,Low
O289,2024-10-11,C9076,"Gordon Henderson",Peoria,IL,"United States",61602,10,S043,M063,Spanakopita,Other,Miscellaneous,2,89.18,0.42,88.76,Cancelled,Paid,Takeaway,Medium
O290,2024-10-01,C6373,"Olivia Klein",Rockford,IL,"United States",61101,13,S018,M007,"Adana Kebab",Turkish,Kebab,3,279.57,14.80,264.77,Pending,Paid,Dine-in,Medium
O291,2024-09-27,C1723,"Mitchell Jordan",Chicago,IL,"United States",60601,4,S097,M090,Souvlaki,Greek,Appetizer,5,836.00,68.79,767.21,Cancelled,Unpaid,Delivery,Medium
O292,2024-09-28,C8384,"Tony Diaz",Peoria,IL,"United States",61602,17,S058,M016,Fasolada,Other,Miscellaneous,4,601.00,20.48,580.52,Pending,Paid,Delivery,High
O293,2024-10-22,C063,"Stephen Martinez",Chicago,IL,"United States",60601,2,S090,M085,"Greek Salad",Greek,Salad,2,318.42,5.24,313.18,Pending,Unpaid,Dine-in,High
O294,2024-10-23,C4886,"Kathy Poole",Naperville,IL,"United States",60540,13,S080,M129,Borek,Turkish,Pastry,3,168.63,9.88,158.75,Pending,Unpaid,Takeaway,Medium
O295,2024-09-30,C6314,"Kimberly Brooks",Rockford,IL,"United States",61101,12,S065,M147,Kofte,Turkish,Pastry,2,43.54,4.04,39.50,Cancelled,Unpaid,Dine-in,Low
O296,2024-10-07,C6234,"Evan Leon",Rockford,IL,"United States",61101,5,S095,M121,Kofte,Turkish,Pastry,5,89.25,5.30,83.95,Pending,Unpaid,Takeaway,Low
O297,2024-09-26,C4654,"Gabriel Martin",Naperville,IL,"United States",60540,1,S081,M126,Gnocchi,Italian,Pasta,3,106.29,6.24,100.05,Completed,Paid,Dine-in,Medium
O298,2024-10-08,C6917,"Sharon Jackson",Rockford,IL,"United States",61101,19,S024,M108,"Kuzu Tandir",Other,Miscellaneous,5,472.65,10.01,462.64,Completed,Unpaid,Dine-in,Medium
O299,2024-10-08,C8743,"Patricia Davis",Peoria,IL,"United States",61602,1,S036,M092,"Greek Salad",Greek,Salad,2,399.70,30.22,369.48,Completed,Unpaid,Takeaway,Medium
O300,2024-10-17,C1043,"Allison Mayo",Chicago,IL,"United States",60601,7,S037,M028,Tzatziki,Greek,Appetizer,4,528.60,40.30,488.30,Completed,Unpaid,Delivery,Low
O301,2024-10-11,C2883,"Martha Carey",Aurora,IL,"United States",60505,5,S088,M001,Lasagna,Italian,Pasta,5,692.70,3.10,689.60,Pending,Paid,Takeaway,High
O302,2024-10-16,C5279,"Megan Lyons",Naperville,IL,"United States",60540,14,S017,M087,Risotto,Other,Miscellaneous,3,62.34,2.58,59.76,Cancelled,Paid,Takeaway,High
O303,2024-10-11,C6778,"Angela Long",Rockford,IL,"United States",61101,6,S057,M110,Loukoumades,Other,Miscellaneous,1,192.71,14.50,178.21,Pending,Unpaid,Delivery,High
O304,2024-10-11,C4711,"Cheryl Williams",Naperville,IL,"United States",60540,9,S075,M046,Spanakopita,Other,Miscellaneous,1,33.82,2.33,31.49,Pending,Unpaid,Dine-in,Medium
O305,2024-10-19,C4966,"Brent Delgado",Naperville,IL,"United States",60540,15,S058,M007,"Adana Kebab",Turkish,Kebab,1,93.19,5.51,87.68,Completed,Unpaid,Delivery,Low
O306,2024-10-06,C7849,"Amanda Peterson",Rockford,IL,"United States",61101,7,S077,M090,Souvlaki,Greek,Appetizer,1,167.20,5.31,161.89,Cancelled,Paid,Delivery,Medium
O307,2024-09-27,C5730,"James Hart",Naperville,IL,"United States",60540,11,S072,M004,Pide,Turkish,Flatbread,2,221.94,7.98,213.96,Pending,Unpaid,Dine-in,High
O308,2024-10-09,C3439,"Makayla Rasmussen",Aurora,IL,"United States",60505,4,S065,M102,Tzatziki,Greek,Appetizer,4,167.16,14.84,152.32,Completed,Unpaid,Dine-in,Low
O309,2024-10-24,C5771,"David Roberts",Naperville,IL,"United States",60540,18,S060,M124,Galaktoboureko,Other,Miscellaneous,3,266.91,20.80,246.11,Cancelled,Unpaid,Dine-in,Medium
O310,2024-10-01,C7793,"Zachary Taylor",Rockford,IL,"United States",61101,5,S029,M044,Gnocchi,Italian,Pasta,4,273.96,12.24,261.72,Cancelled,Unpaid,Dine-in,High
O311,2024-10-24,C2797,"Nicholas Williams",Aurora,IL,"United States",60505,1,S076,M039,"Iskender Kebab",Other,Miscellaneous,3,134.91,9.41,125.50,Completed,Unpaid,Dine-in,Low
O312,2024-09-29,C703,"Johnathan Golden",Rockford,IL,"United States",61101,8,S078,M052,Lasagna,Italian,Pasta,3,498.75,30.84,467.91,Pending,Paid,Dine-in,High
O313,2024-10-23,C4231,"Karen Rios",Naperville,IL,"United States",60540,7,S099,M012,Baklava,Greek,Dessert,2,392.04,31.20,360.84,Completed,Unpaid,Delivery,Low
O314,2024-10-20,C8178,"Chad Duncan",Peoria,IL,"United States",61602,4,S017,M058,"Greek Salad",Greek,Salad,4,683.48,13.78,669.70,Cancelled,Paid,Dine-in,Low
O315,2024-09-29,C5857,"Benjamin Mcbride",Naperville,IL,"United States",60540,14,S062,M012,Baklava,Greek,Dessert,2,392.04,22.38,369.66,Cancelled,Paid,Delivery,Medium
O316,2024-10-06,C9163,"Frank Murphy",Peoria,IL,"United States",61602,12,S001,M029,Pide,Turkish,Flatbread,2,94.32,4.19,90.13,Completed,Unpaid,Dine-in,High
O317,2024-10-18,C8346,"Nicole Lloyd",Peoria,IL,"United States",61602,5,S023,M121,Kofte,Turkish,Pastry,2,35.70,0.64,35.06,Cancelled,Unpaid,Delivery,Medium
O318,2024-10-02,C5765,"Andrew Howard",Naperville,IL,"United States",60540,8,S037,M121,Kofte,Turkish,Pastry,2,35.70,2.76,32.94,Pending,Paid,Dine-in,Low
O319,2024-10-08,C1728,"Robert Garcia",Chicago,IL,"United States",60601,2,S048,M150,Souvlaki,Greek,Appetizer,3,554.49,40.43,514.06,Completed,Unpaid,Dine-in,Medium
O320,2024-10-16,C7989,"Ashley Palmer",Rockford,IL,"United States",61101,15,S052,M092,"Greek Salad",Greek,Salad,3,599.55,53.83,545.72,Pending,Unpaid,Takeaway,High
O321,2024-10-10,C5548,"Sue Richards",Naperville,IL,"United States",60540,11,S026,M035,"Pizza Margherita",Italian,Pasta,3,402.78,13.59,389.19,Completed,Unpaid,Takeaway,High
O322,2024-10-12,C2881,"Harold Hayes",Aurora,IL,"United States",60505,16,S053,M015,"Shish Kebab",Turkish,Kebab,4,552.12,54.04,498.08,Pending,Paid,Takeaway,Low
O323,2024-10-08,C8022,"Michael Davis",Peoria,IL,"United States",61602,10,S042,M095,"Caprese Salad",Other,Miscellaneous,1,36.96,1.52,35.44,Cancelled,Paid,Delivery,Medium
O324,2024-10-22,C8191,"Lindsay Ortiz",Peoria,IL,"United States",61602,18,S056,M049,Menemen,Other,Miscellaneous,3,128.34,2.98,125.36,Pending,Unpaid,Delivery,High
O325,2024-10-12,C8783,"Caleb Padilla",Peoria,IL,"United States",61602,6,S040,M097,Menemen,Other,Miscellaneous,5,685.20,65.83,619.37,Completed,Unpaid,Dine-in,Low
O326,2024-09-29,C2865,"Natasha Munoz",Aurora,IL,"United States",60505,5,S078,M002,Dolmades,Greek,Appetizer,5,370.50,31.65,338.85,Pending,Unpaid,Dine-in,High
O327,2024-09-26,C5074,"Samuel Ramirez",Naperville,IL,"United States",60540,17,S056,M013,Loukoumades,Other,Miscellaneous,3,287.55,28.35,259.20,Cancelled,Paid,Delivery,High
O328,2024-10-21,C3209,"Jose Russell",Aurora,IL,"United States",60505,10,S046,M106,"Imam Bayildi",Other,Miscellaneous,2,314.40,14.31,300.09,Pending,Paid,Delivery,Low
O329,2024-09-30,C382,"Joseph Cobb",Aurora,IL,"United States",60505,2,S091,M114,"Shish Kebab",Turkish,Kebab,2,339.50,17.04,322.46,Cancelled,Unpaid,Takeaway,Medium
O330,2024-10-07,C3459,"Lori Morris",Aurora,IL,"United States",60505,3,S013,M023,"Adana Kebab",Turkish,Kebab,2,331.54,19.92,311.62,Pending,Unpaid,Delivery,Low
O331,2024-10-04,C6160,"Martha Horne",Rockford,IL,"United States",61101,13,S097,M119,"Doner Kebab",Turkish,Kebab,4,131.56,2.03,129.53,Completed,Unpaid,Takeaway,Low
O332,2024-10-15,C172,"Loretta Parker",Chicago,IL,"United States",60601,19,S039,M145,Baklava,Greek,Dessert,3,175.14,16.87,158.27,Pending,Unpaid,Delivery,High
O333,2024-10-16,C7217,"James Thompson",Rockford,IL,"United States",61101,7,S098,M015,"Shish Kebab",Turkish,Kebab,5,690.15,61.44,628.71,Pending,Paid,Dine-in,Medium
O334,2024-10-16,C8859,"Amy Johnson",Peoria,IL,"United States",61602,10,S084,M036,Loukoumades,Other,Miscellaneous,1,102.78,0.38,102.40,Pending,Unpaid,Dine-in,High
O335,2024-10-20,C3830,"Jonathan Rodriguez",Aurora,IL,"United States",60505,20,S054,M010,Ravioli,Italian,Pasta,3,50.04,0.90,49.14,Pending,Unpaid,Dine-in,High
O336,2024-10-24,C1781,"Ashley Tate",Chicago,IL,"United States",60601,15,S059,M054,Risotto,Other,Miscellaneous,4,684.88,62.91,621.97,Cancelled,Unpaid,Delivery,Low
O337,2024-10-20,C4856,"Jason Richardson",Naperville,IL,"United States",60540,1,S039,M001,Lasagna,Italian,Pasta,5,692.70,57.88,634.82,Pending,Paid,Delivery,High
O338,2024-10-14,C1307,"Catherine Foster",Chicago,IL,"United States",60601,12,S047,M131,Pide,Turkish,Flatbread,3,306.93,17.99,288.94,Pending,Paid,Dine-in,High
O339,2024-10-19,C1225,"Anthony Ortiz",Chicago,IL,"United States",60601,19,S094,M146,Dolmades,Greek,Appetizer,3,176.19,1.18,175.01,Pending,Unpaid,Takeaway,High
O340,2024-10-15,C2546,"Anne Taylor",Aurora,IL,"United States",60505,10,S007,M064,Lahmacun,Turkish,Pastry,4,657.84,20.03,637.81,Pending,Paid,Delivery,Low
O341,2024-10-03,C2351,"Elijah Brown",Aurora,IL,"United States",60505,13,S026,M062,Moussaka,Greek,Casserole,2,80.42,6.87,73.55,Cancelled,Paid,Delivery,High
O342,2024-10-13,C3438,"Angela Singh",Aurora,IL,"United States",60505,7,S033,M073,Spanakopita,Other,Miscellaneous,1,130.53,0.53,130.00,Cancelled,Paid,Delivery,Medium
O343,2024-10-08,C3156,"April Taylor",Aurora,IL,"United States",60505,1,S011,M147,Kofte,Turkish,Pastry,3,65.31,0.97,64.34,Completed,Paid,Delivery,Low
O344,2024-10-07,C5271,"Patrick Pena",Naperville,IL,"United States",60540,5,S021,M017,Ravioli,Italian,Pasta,5,267.30,14.65,252.65,Cancelled,Paid,Takeaway,Low
O345,2024-10-06,C5868,"Paige Jones",Naperville,IL,"United States",60540,12,S063,M018,Pastitsio,Other,Miscellaneous,2,341.84,13.93,327.91,Cancelled,Unpaid,Delivery,Low
O346,2024-10-10,C7217,"James Thompson",Rockford,IL,"United States",61101,13,S026,M085,"Greek Salad",Greek,Salad,3,477.63,2.98,474.65,Pending,Unpaid,Dine-in,Low
O347,2024-10-24,C2624,"Mary Warren",Aurora,IL,"United States",60505,6,S060,M025,Risotto,Other,Miscellaneous,1,86.17,5.53,80.64,Cancelled,Unpaid,Dine-in,Medium
O348,2024-10-07,C9825,"Sean Rodriguez",Peoria,IL,"United States",61602,4,S094,M138,Calzone,Other,Miscellaneous,2,192.02,8.00,184.02,Cancelled,Unpaid,Delivery,Medium
O349,2024-10-15,C1810,"Erica Sampson",Chicago,IL,"United States",60601,4,S086,M083,Menemen,Other,Miscellaneous,5,408.65,30.76,377.89,Cancelled,Unpaid,Dine-in,High
O350,2024-10-01,C8348,"Emma Peterson",Peoria,IL,"United States",61602,1,S065,M113,"Fettuccine Alfredo",Italian,Pasta,2,213.70,15.45,198.25,Cancelled,Unpaid,Dine-in,High
O351,2024-10-04,C5797,"Kurt Arnold",Naperville,IL,"United States",60540,18,S002,M065,Carbonara,Italian,Pasta,1,56.11,4.01,52.10,Completed,Unpaid,Takeaway,Medium
O352,2024-10-17,C7378,"Brittany Medina",Rockford,IL,"United States",61101,5,S083,M021,Ravioli,Italian,Pasta,5,458.50,45.14,413.36,Cancelled,Unpaid,Takeaway,Low
O353,2024-09-26,C5398,"Janice Quinn",Naperville,IL,"United States",60540,19,S077,M040,Lasagna,Italian,Pasta,3,200.49,9.81,190.68,Pending,Paid,Delivery,Low
O354,2024-10-07,C305,"Natalie Stevens",Aurora,IL,"United States",60505,13,S092,M082,Borek,Turkish,Pastry,3,466.02,26.58,439.44,Completed,Unpaid,Dine-in,High
O355,2024-10-04,C3734,"Robert Perez",Aurora,IL,"United States",60505,14,S055,M015,"Shish Kebab",Turkish,Kebab,4,552.12,2.39,549.73,Cancelled,Paid,Takeaway,Medium
O356,2024-10-12,C9163,"Frank Murphy",Peoria,IL,"United States",61602,16,S007,M139,Lasagna,Italian,Pasta,2,398.20,7.90,390.30,Completed,Unpaid,Takeaway,Medium
O357,2024-10-04,C9897,"Christopher Cruz",Peoria,IL,"United States",61602,15,S005,M038,Spaghetti,Italian,Pasta,5,597.90,0.63,597.27,Cancelled,Unpaid,Takeaway,High
O358,2024-10-05,C9822,"Nancy Brown",Peoria,IL,"United States",61602,20,S074,M073,Spanakopita,Other,Miscellaneous,2,261.06,12.37,248.69,Cancelled,Unpaid,Dine-in,Low
O359,2024-10-16,C7624,"Helen Peterson",Rockford,IL,"United States",61101,14,S062,M130,Lasagna,Italian,Pasta,1,196.52,16.92,179.60,Completed,Paid,Delivery,Low
O360,2024-10-04,C9021,"Gary Johnson",Peoria,IL,"United States",61602,19,S039,M061,Moussaka,Greek,Casserole,3,445.62,14.78,430.84,Pending,Paid,Dine-in,High
O361,2024-09-29,C6538,"Jennifer Freeman",Rockford,IL,"United States",61101,18,S064,M020,Souvlaki,Greek,Appetizer,5,87.30,0.73,86.57,Pending,Paid,Delivery,High
O362,2024-10-03,C8135,"Zachary Jones",Peoria,IL,"United States",61602,10,S080,M045,Lasagna,Italian,Pasta,5,224.20,10.57,213.63,Pending,Unpaid,Dine-in,Low
O363,2024-09-30,C1166,"William Brown",Chicago,IL,"United States",60601,12,S061,M138,Calzone,Other,Miscellaneous,4,384.04,16.05,367.99,Cancelled,Unpaid,Delivery,Medium
O364,2024-10-11,C5406,"Ricardo Johnson",Naperville,IL,"United States",60540,9,S022,M043,Moussaka,Greek,Casserole,3,121.77,3.47,118.30,Pending,Unpaid,Dine-in,High
O365,2024-10-08,C1602,"Zachary Ferguson",Chicago,IL,"United States",60601,12,S062,M026,Galaktoboureko,Other,Miscellaneous,5,505.60,17.08,488.52,Pending,Unpaid,Takeaway,Medium
O366,2024-10-09,C656,"Jennifer Cordova",Rockford,IL,"United States",61101,5,S090,M041,Moussaka,Greek,Casserole,1,165.70,14.12,151.58,Cancelled,Unpaid,Takeaway,Low
O367,2024-10-22,C3115,"Tiffany Wood",Aurora,IL,"United States",60505,20,S031,M067,Loukoumades,Other,Miscellaneous,4,600.20,6.48,593.72,Cancelled,Paid,Takeaway,High
O368,2024-10-01,C1765,"Catherine Brown",Chicago,IL,"United States",60601,4,S099,M023,"Adana Kebab",Turkish,Kebab,1,165.77,6.51,159.26,Cancelled,Unpaid,Takeaway,High
O369,2024-10-18,C5905,"Mark Lambert",Naperville,IL,"United States",60540,15,S057,M041,Moussaka,Greek,Casserole,1,165.70,4.36,161.34,Cancelled,Paid,Dine-in,High
O370,2024-10-08,C2729,"Matthew Christensen",Aurora,IL,"United States",60505,3,S062,M070,"Doner Kebab",Turkish,Kebab,5,914.05,46.28,867.77,Pending,Unpaid,Delivery,Medium
O371,2024-10-01,C9280,"Francis Long",Peoria,IL,"United States",61602,13,S027,M069,"Doner Kebab",Turkish,Kebab,3,422.76,17.14,405.62,Pending,Unpaid,Delivery,Low
O372,2024-10-11,C2287,"Kendra Myers",Aurora,IL,"United States",60505,5,S020,M038,Spaghetti,Italian,Pasta,1,119.58,5.12,114.46,Completed,Unpaid,Dine-in,High
O373,2024-09-27,C7888,"Amy Thomas",Rockford,IL,"United States",61101,13,S071,M120,Borek,Turkish,Pastry,2,114.46,9.05,105.41,Cancelled,Unpaid,Takeaway,Low
O374,2024-10-08,C1698,"Mark Parks",Chicago,IL,"United States",60601,14,S086,M047,Gnocchi,Italian,Pasta,2,219.92,13.10,206.82,Cancelled,Unpaid,Takeaway,High
O375,2024-10-18,C8618,"Virginia Rodriguez",Peoria,IL,"United States",61602,7,S014,M138,Calzone,Other,Miscellaneous,5,480.05,47.96,432.09,Completed,Paid,Dine-in,Medium
O376,2024-10-04,C5147,"Jenna Scott",Naperville,IL,"United States",60540,7,S034,M086,Carbonara,Italian,Pasta,2,285.76,10.41,275.35,Completed,Unpaid,Delivery,High
O377,2024-10-23,C4050,"Jack Schwartz",Naperville,IL,"United States",60540,16,S038,M008,Risotto,Other,Miscellaneous,3,502.92,19.59,483.33,Completed,Unpaid,Delivery,High
O378,2024-09-27,C1048,"Kyle Zuniga",Chicago,IL,"United States",60601,15,S035,M092,"Greek Salad",Greek,Salad,5,999.25,87.35,911.90,Completed,Unpaid,Takeaway,Medium
O379,2024-10-13,C993,"Bryan Ward",Peoria,IL,"United States",61602,14,S077,M007,"Adana Kebab",Turkish,Kebab,5,465.95,4.24,461.71,Pending,Unpaid,Delivery,Low
O380,2024-10-04,C6228,"Randall Mcmahon",Rockford,IL,"United States",61101,13,S036,M083,Menemen,Other,Miscellaneous,4,326.92,13.90,313.02,Cancelled,Unpaid,Dine-in,Medium
O381,2024-10-25,C4663,"Kimberly Thomas",Naperville,IL,"United States",60540,20,S014,M117,"Adana Kebab",Turkish,Kebab,3,513.54,18.96,494.58,Completed,Unpaid,Dine-in,Low
O382,2024-10-13,C6720,"Nathan Wells",Rockford,IL,"United States",61101,12,S086,M016,Fasolada,Other,Miscellaneous,5,751.25,63.42,687.83,Completed,Paid,Takeaway,Medium
O383,2024-10-19,C8655,"Louis Hubbard",Peoria,IL,"United States",61602,8,S027,M086,Carbonara,Italian,Pasta,3,428.64,40.82,387.82,Pending,Paid,Takeaway,High
O384,2024-10-11,C266,"Dustin Gallegos",Aurora,IL,"United States",60505,12,S020,M005,Moussaka,Greek,Casserole,3,564.06,16.58,547.48,Completed,Unpaid,Takeaway,High
O385,2024-10-16,C2054,"Matthew Steele",Aurora,IL,"United States",60505,3,S039,M149,Souvlaki,Greek,Appetizer,2,369.48,7.36,362.12,Completed,Paid,Delivery,High
O386,2024-10-10,C5688,"Joseph Flores",Naperville,IL,"United States",60540,8,S017,M112,"Fettuccine Alfredo",Italian,Pasta,4,411.76,24.40,387.36,Pending,Unpaid,Dine-in,Low
O387,2024-10-10,C181,"Angela Buckley",Chicago,IL,"United States",60601,7,S055,M072,"Caprese Salad",Other,Miscellaneous,3,439.86,3.31,436.55,Cancelled,Unpaid,Delivery,High
O388,2024-09-30,C7063,"Christy Tucker",Rockford,IL,"United States",61101,13,S068,M030,Fasolada,Other,Miscellaneous,4,357.84,4.00,353.84,Completed,Paid,Delivery,Low
O389,2024-10-17,C9087,"Johnny Castillo",Peoria,IL,"United States",61602,9,S097,M015,"Shish Kebab",Turkish,Kebab,3,414.09,7.92,406.17,Pending,Paid,Takeaway,Medium
O390,2024-10-01,C2648,"Alyssa Whitehead",Aurora,IL,"United States",60505,8,S006,M049,Menemen,Other,Miscellaneous,5,213.90,2.00,211.90,Pending,Unpaid,Delivery,Low
O391,2024-10-17,C2827,"Derrick Castro",Aurora,IL,"United States",60505,1,S046,M104,Fasolada,Other,Miscellaneous,3,318.12,17.34,300.78,Pending,Paid,Dine-in,High
O392,2024-10-04,C6754,"Kathryn Rodriguez",Rockford,IL,"United States",61101,9,S024,M060,Baklava,Greek,Dessert,4,228.48,11.47,217.01,Cancelled,Unpaid,Delivery,Medium
O393,2024-10-19,C5918,"Stephen Gibson",Naperville,IL,"United States",60540,9,S010,M004,Pide,Turkish,Flatbread,4,443.88,32.13,411.75,Completed,Unpaid,Delivery,Medium
O394,2024-10-07,C5652,"William Gomez",Naperville,IL,"United States",60540,10,S028,M139,Lasagna,Italian,Pasta,4,796.40,75.64,720.76,Pending,Paid,Takeaway,Medium
O395,2024-10-02,C9847,"Jeffrey Jefferson",Peoria,IL,"United States",61602,8,S071,M020,Souvlaki,Greek,Appetizer,3,52.38,0.71,51.67,Cancelled,Unpaid,Dine-in,High
O396,2024-10-06,C6183,"Michael Wells",Rockford,IL,"United States",61101,16,S036,M125,"Kuzu Tandir",Other,Miscellaneous,2,368.00,3.40,364.60,Pending,Unpaid,Takeaway,Medium
O397,2024-10-11,C3390,"Renee Ramos",Aurora,IL,"United States",60505,19,S057,M061,Moussaka,Greek,Casserole,1,148.54,14.40,134.14,Pending,Paid,Delivery,High
O398,2024-10-14,C2188,"Christopher Ramirez",Aurora,IL,"United States",60505,11,S079,M093,Tzatziki,Greek,Appetizer,4,88.52,2.38,86.14,Cancelled,Unpaid,Delivery,High
O399,2024-10-23,C4735,"John Simpson",Naperville,IL,"United States",60540,18,S019,M067,Loukoumades,Other,Miscellaneous,4,600.20,39.53,560.67,Pending,Unpaid,Dine-in,Medium
O400,2024-10-10,C9874,"Amy Wood",Peoria,IL,"United States",61602,19,S063,M019,Spanakopita,Other,Miscellaneous,3,466.71,45.36,421.35,Cancelled,Unpaid,Dine-in,Medium
O401,2024-09-30,C5969,"Samuel Wilson",Naperville,IL,"United States",60540,1,S064,M110,Loukoumades,Other,Miscellaneous,1,192.71,16.23,176.48,Completed,Paid,Takeaway,Medium
O402,2024-10-16,C2025,"Charles Cooper",Aurora,IL,"United States",60505,18,S081,M146,Dolmades,Greek,Appetizer,2,117.46,0.12,117.34,Completed,Paid,Takeaway,Low
O403,2024-10-16,C9311,"Becky Pratt",Peoria,IL,"United States",61602,14,S017,M006,"Caprese Salad",Other,Miscellaneous,2,148.86,12.20,136.66,Cancelled,Paid,Takeaway,Low
O404,2024-09-27,C9392,"Taylor Wallace",Peoria,IL,"United States",61602,16,S046,M145,Baklava,Greek,Dessert,4,233.52,8.86,224.66,Cancelled,Paid,Delivery,High
O405,2024-10-14,C4804,"Jessica Wells",Naperville,IL,"United States",60540,2,S057,M115,Moussaka,Greek,Casserole,5,477.60,5.05,472.55,Cancelled,Paid,Delivery,Low
O406,2024-09-30,C416,"Robert Matthews",Naperville,IL,"United States",60540,15,S076,M115,Moussaka,Greek,Casserole,1,95.52,2.10,93.42,Completed,Paid,Dine-in,High
O407,2024-10-01,C6869,"Cassandra Dudley",Rockford,IL,"United States",61101,1,S021,M039,"Iskender Kebab",Other,Miscellaneous,4,179.88,7.60,172.28,Pending,Unpaid,Dine-in,Low
O408,2024-10-20,C2899,"John Robertson",Aurora,IL,"United States",60505,9,S063,M131,Pide,Turkish,Flatbread,4,409.24,8.43,400.81,Pending,Unpaid,Dine-in,Low
O409,2024-09-29,C3271,"Gary Phillips",Aurora,IL,"United States",60505,7,S086,M125,"Kuzu Tandir",Other,Miscellaneous,5,920.00,59.50,860.50,Completed,Paid,Dine-in,High
O410,2024-10-24,C3313,"Jimmy Hall",Aurora,IL,"United States",60505,13,S014,M044,Gnocchi,Italian,Pasta,1,68.49,3.99,64.50,Cancelled,Paid,Takeaway,Medium
O411,2024-10-06,C8942,"Melissa Hughes",Peoria,IL,"United States",61602,8,S003,M019,Spanakopita,Other,Miscellaneous,2,311.14,14.86,296.28,Pending,Paid,Takeaway,Medium
O412,2024-09-26,C2051,"Stephen Horn",Aurora,IL,"United States",60505,13,S050,M034,Tzatziki,Greek,Appetizer,4,678.20,55.40,622.80,Cancelled,Paid,Dine-in,Medium
O413,2024-10-01,C7782,"Glenn Martin",Rockford,IL,"United States",61101,5,S097,M017,Ravioli,Italian,Pasta,1,53.46,4.79,48.67,Cancelled,Paid,Delivery,Medium
O414,2024-10-14,C5070,"Megan Mccann",Naperville,IL,"United States",60540,5,S022,M108,"Kuzu Tandir",Other,Miscellaneous,3,283.59,7.43,276.16,Pending,Paid,Takeaway,Low
O415,2024-10-22,C2064,"Joseph Edwards",Aurora,IL,"United States",60505,2,S024,M136,Ravioli,Italian,Pasta,1,98.27,7.31,90.96,Pending,Paid,Delivery,High
O416,2024-10-22,C3709,"Brian Tate",Aurora,IL,"United States",60505,8,S087,M076,"Greek Salad",Greek,Salad,3,152.37,14.15,138.22,Pending,Unpaid,Dine-in,Low
O417,2024-10-14,C8415,"David Willis",Peoria,IL,"United States",61602,14,S094,M104,Fasolada,Other,Miscellaneous,4,424.16,15.23,408.93,Completed,Unpaid,Delivery,Low
O418,2024-09-30,C8021,"Heather Montoya",Peoria,IL,"United States",61602,7,S097,M002,Dolmades,Greek,Appetizer,5,370.50,1.88,368.62,Pending,Paid,Dine-in,Low
O419,2024-10-06,C2012,"Amanda Cummings",Aurora,IL,"United States",60505,8,S010,M001,Lasagna,Italian,Pasta,5,692.70,24.93,667.77,Completed,Unpaid,Takeaway,Medium
O420,2024-10-21,C040,"Joshua Woods",Chicago,IL,"United States",60601,9,S055,M050,Tiramisu,Other,Miscellaneous,3,349.83,5.28,344.55,Cancelled,Paid,Delivery,High
O421,2024-10-14,C4091,"Dana Hall",Naperville,IL,"United States",60540,18,S023,M039,"Iskender Kebab",Other,Miscellaneous,1,44.97,3.54,41.43,Pending,Unpaid,Dine-in,Medium
O422,2024-10-18,C2779,"Amy Lopez",Aurora,IL,"United States",60505,7,S083,M056,Pastitsio,Other,Miscellaneous,5,519.50,1.29,518.21,Cancelled,Paid,Delivery,Medium
O423,2024-10-16,C4728,"Stanley Sullivan",Naperville,IL,"United States",60540,9,S097,M116,Baklava,Greek,Dessert,1,107.04,9.89,97.15,Cancelled,Unpaid,Takeaway,High
O424,2024-09-28,C6128,"Jared Contreras",Rockford,IL,"United States",61101,10,S078,M142,Ravioli,Italian,Pasta,4,345.44,27.39,318.05,Pending,Unpaid,Dine-in,Medium
O425,2024-10-08,C8788,"Sarah Gibbs",Peoria,IL,"United States",61602,3,S063,M077,"Fettuccine Alfredo",Italian,Pasta,1,125.42,1.06,124.36,Completed,Unpaid,Delivery,Medium
O426,2024-10-15,C419,"Samantha Lyons",Naperville,IL,"United States",60540,4,S080,M005,Moussaka,Greek,Casserole,1,188.02,9.75,178.27,Completed,Paid,Dine-in,High
O427,2024-10-24,C9772,"Christine Harris",Peoria,IL,"United States",61602,9,S088,M035,"Pizza Margherita",Italian,Pasta,5,671.30,49.28,622.02,Pending,Paid,Dine-in,Low
O428,2024-10-08,C9208,"Laura Martinez",Peoria,IL,"United States",61602,16,S096,M007,"Adana Kebab",Turkish,Kebab,5,465.95,5.61,460.34,Cancelled,Paid,Dine-in,High
O429,2024-10-21,C069,"Taylor Sloan",Chicago,IL,"United States",60601,14,S083,M025,Risotto,Other,Miscellaneous,3,258.51,8.04,250.47,Pending,Paid,Takeaway,High
O430,2024-10-21,C2440,"Joshua Lawson",Aurora,IL,"United States",60505,10,S073,M014,Pide,Turkish,Flatbread,3,178.11,11.20,166.91,Pending,Unpaid,Takeaway,High
O431,2024-09-26,C8804,"Christine Smith",Peoria,IL,"United States",61602,7,S026,M022,"Kuzu Tandir",Other,Miscellaneous,4,596.52,27.23,569.29,Cancelled,Paid,Takeaway,High
O432,2024-10-05,C6645,"Julie Griffin",Rockford,IL,"United States",61101,5,S039,M072,"Caprese Salad",Other,Miscellaneous,3,439.86,22.14,417.72,Cancelled,Unpaid,Takeaway,Medium
